id_usuario,id_obra,peso,fecha,tipo
1337,1074,1.0,2026-07-16 02:26:26.477136,favorito
24,49,1.0,2026-04-10 13:23:11.071265,favorito
1337,1072,1.0,2026-07-16 02:26:26.477136,favorito
1337,1073,1.0,2026-07-16 02:26:26.477136,favorito
1337,1093,1.0,2026-07-16 02:26:26.477136,favorito
1337,1147,1.0,2026-07-16 02:26:26.477136,favorito
24,51,1.0,2026-06-07 00:33:17.929984,favorito
1337,1148,1.0,2026-07-16 02:26:26.477136,favorito
1337,1138,1.0,2026-07-16 02:26:26.477136,favorito
1337,1140,1.0,2026-07-16 02:26:26.477136,favorito
1337,1141,1.0,2026-07-16 02:26:26.477136,favorito
1337,1150,1.0,2026-07-16 02:26:26.477136,favorito
1337,1151,1.0,2026-07-16 02:26:26.477136,favorito
1337,1156,1.0,2026-07-16 02:26:26.477136,favorito
1337,1178,1.0,2026-07-16 02:26:26.477136,favorito
1337,969,1.0,2026-07-16 02:26:26.477136,favorito
1337,972,1.0,2026-07-16 02:26:26.477136,favorito
1337,974,1.0,2026-07-16 02:26:26.477136,favorito
1337,1205,1.0,2026-07-16 02:26:26.477136,favorito
1337,1209,1.0,2026-07-16 02:26:26.477136,favorito
1337,1218,1.0,2026-07-16 02:26:26.477136,favorito
1337,1221,1.0,2026-07-16 02:26:26.477136,favorito
1337,1231,1.0,2026-07-16 02:26:26.477136,favorito
1337,1227,1.0,2026-07-16 02:26:26.477136,favorito
1337,1243,1.0,2026-07-16 02:26:26.477136,favorito
1337,1236,1.0,2026-07-16 02:26:26.477136,favorito
1337,1239,1.0,2026-07-16 02:26:26.477136,favorito
1337,1240,1.0,2026-07-16 02:26:26.477136,favorito
1337,1254,1.0,2026-07-16 02:26:26.477136,favorito
1337,992,1.0,2026-07-16 02:26:26.477136,favorito
1337,983,1.0,2026-07-16 02:26:26.477136,favorito
1337,985,1.0,2026-07-16 02:26:26.477136,favorito
1337,997,1.0,2026-07-16 02:26:26.477136,favorito
1337,1006,1.0,2026-07-16 02:26:26.477136,favorito
1337,1007,1.0,2026-07-16 02:26:26.477136,favorito
1337,1025,1.0,2026-07-16 02:26:26.477136,favorito
1337,1039,1.0,2026-07-16 02:26:26.477136,favorito
1337,1032,1.0,2026-07-16 02:26:26.477136,favorito
1337,1048,1.0,2026-07-16 02:26:26.477136,favorito
1337,1049,1.0,2026-07-16 02:26:26.477136,favorito
1337,1062,1.0,2026-07-16 02:26:26.477136,favorito
1337,1063,1.0,2026-07-16 02:26:26.477136,favorito
1337,1054,1.0,2026-07-16 02:26:26.477136,favorito
1337,1059,1.0,2026-07-16 02:26:26.477136,favorito
1337,1060,1.0,2026-07-16 02:26:26.477136,favorito
1337,1061,1.0,2026-07-16 02:26:26.477136,favorito
1338,1067,1.0,2026-07-16 02:26:26.477136,favorito
1338,1068,1.0,2026-07-16 02:26:26.477136,favorito
1338,1069,1.0,2026-07-16 02:26:26.477136,favorito
1338,1072,1.0,2026-07-16 02:26:26.477136,favorito
1338,1073,1.0,2026-07-16 02:26:26.477136,favorito
1338,1086,1.0,2026-07-16 02:26:26.477136,favorito
1338,1088,1.0,2026-07-16 02:26:26.477136,favorito
1338,1091,1.0,2026-07-16 02:26:26.477136,favorito
1338,1093,1.0,2026-07-16 02:26:26.477136,favorito
1338,1114,1.0,2026-07-16 02:26:26.477136,favorito
1338,1133,1.0,2026-07-16 02:26:26.477136,favorito
1338,1141,1.0,2026-07-16 02:26:26.477136,favorito
1338,1158,1.0,2026-07-16 02:26:26.477136,favorito
1338,1150,1.0,2026-07-16 02:26:26.477136,favorito
1338,1152,1.0,2026-07-16 02:26:26.477136,favorito
1338,1156,1.0,2026-07-16 02:26:26.477136,favorito
1338,1162,1.0,2026-07-16 02:26:26.477136,favorito
1338,1164,1.0,2026-07-16 02:26:26.477136,favorito
1338,1165,1.0,2026-07-16 02:26:26.477136,favorito
1338,1173,1.0,2026-07-16 02:26:26.477136,favorito
1338,1202,1.0,2026-07-16 02:26:26.477136,favorito
1338,1205,1.0,2026-07-16 02:26:26.477136,favorito
1338,1218,1.0,2026-07-16 02:26:26.477136,favorito
1338,1228,1.0,2026-07-16 02:26:26.477136,favorito
1338,1229,1.0,2026-07-16 02:26:26.477136,favorito
1338,1243,1.0,2026-07-16 02:26:26.477136,favorito
1338,1244,1.0,2026-07-16 02:26:26.477136,favorito
1338,1237,1.0,2026-07-16 02:26:26.477136,favorito
1338,1247,1.0,2026-07-16 02:26:26.477136,favorito
1338,1252,1.0,2026-07-16 02:26:26.477136,favorito
1338,981,1.0,2026-07-16 02:26:26.477136,favorito
1338,990,1.0,2026-07-16 02:26:26.477136,favorito
1338,987,1.0,2026-07-16 02:26:26.477136,favorito
1338,988,1.0,2026-07-16 02:26:26.477136,favorito
1338,996,1.0,2026-07-16 02:26:26.477136,favorito
1338,999,1.0,2026-07-16 02:26:26.477136,favorito
1338,1006,1.0,2026-07-16 02:26:26.477136,favorito
1338,1022,1.0,2026-07-16 02:26:26.477136,favorito
1338,1032,1.0,2026-07-16 02:26:26.477136,favorito
1338,1036,1.0,2026-07-16 02:26:26.477136,favorito
1339,964,1.0,2026-07-16 02:26:26.477136,favorito
1339,1088,1.0,2026-07-16 02:26:26.477136,favorito
1339,1079,1.0,2026-07-16 02:26:26.477136,favorito
1339,1081,1.0,2026-07-16 02:26:26.477136,favorito
1339,1082,1.0,2026-07-16 02:26:26.477136,favorito
1339,1090,1.0,2026-07-16 02:26:26.477136,favorito
